0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
1,1.8968,1.974,7.9033,1,0.80754,0.84042,3.3647,1,2.1345,2.2214,8.8936,1,2.53,2.6331,10.542,1,2.7816,2.8949,11.59,1,2.4921,2.5935,10.384,1,3.2643,3.3972,13.601,1,1.8562,1.9317,7.734,1,3.5209,3.6643,14.67,1,2.4553,2.5553,10.23,1,2.6117,2.7181,10.882,1,3.5279,3.6716,14.7,1,2.1421,2.2293,8.9254,1,2.2189,2.3093,9.2454,1,3.1306,3.258,13.044,1,1.7299,1.8004,7.208,1,2.4732,2.5739,10.305,1,2.7119,2.8223,11.3,1,3.0142,3.1369,12.559,1,2.7227,2.8336,11.345
2,1.7071,1.7766,7.113,2,0.72678,0.75638,3.0283,2,1.921,1.9992,8.0042,2,2.277,2.3697,9.4876,2,2.5035,2.6054,10.431,2,2.2429,2.3342,9.3453,2,2.9379,3.0575,12.241,2,1.6705,1.7386,6.9606,2,3.1688,3.2978,13.203,2,2.2098,2.2997,9.2073,2,2.3506,2.4463,9.794,2,3.1751,3.3044,13.23,2,1.9279,2.0064,8.0329,2,1.997,2.0783,8.3209,2,2.8175,2.9322,11.74,2,1.5569,1.6203,6.4872,2,2.2259,2.3165,9.2744,2,2.4407,2.5401,10.17,2,2.7128,2.8233,11.303,2,2.4504,2.5502,10.21
3,1.5364,1.599,6.4017,3,0.65411,0.68074,2.7254,3,1.7289,1.7993,7.2038,3,2.0493,2.1328,8.5389,3,2.2531,2.3449,9.388,3,2.0186,2.1008,8.4107,3,2.6441,2.7518,11.017,3,1.5035,1.5647,6.2645,3,2.8519,2.9681,11.883,3,1.9888,2.0698,8.2866,3,2.1155,2.2016,8.8146,3,2.8576,2.974,11.907,3,1.7351,1.8058,7.2296,3,1.7973,1.8705,7.4888,3,2.5358,2.639,10.566,3,1.4012,1.4583,5.8385,3,2.0033,2.0848,8.347,3,2.1966,2.2861,9.1526,3,2.4415,2.5409,10.173,3,2.2054,2.2952,9.1892
4,1.3833,1.4396,5.7638,4,0.58968,0.61369,2.457,4,1.557,1.6204,6.4875,4,1.8451,1.9202,7.6879,4,2.0284,2.111,8.4516,4,1.8176,1.8916,7.5732,4,2.3803,2.4772,9.9178,4,1.3537,1.4088,5.6403,4,2.5673,2.6719,10.697,4,1.7908,1.8637,7.4618,4,1.9048,1.9823,7.9366,4,2.5726,2.6774,10.719,4,1.5621,1.6258,6.509,4,1.6184,1.6843,6.7435,4,2.2828,2.3757,9.5116,4,1.2619,1.3133,5.2581,4,1.8039,1.8774,7.5164,4,1.978,2.0585,8.2416,4,2.1982,2.2877,9.1593,4,1.9854,2.0662,8.2725
5,12.485,12.994,52.023,5,5.3706,5.5893,22.378,5,14.076,14.649,58.649,5,1.6651,1.7329,6.9378,5,18.213,18.954,76.006,5,16.413,17.081,68.386,5,21.397,22.268,89.274,5,12.218,12.716,50.91,5,23.145,24.087,96.438,5,16.177,16.836,67.406,5,17.197,17.897,71.653,5,23.202,24.147,96.675,5,1.4095,1.4669,5.873,5,14.622,15.217,60.924,5,20.584,21.422,85.767,5,11.41,11.875,47.544,5,16.299,16.962,67.911,5,17.867,18.594,74.446,5,19.841,20.649,82.671,5,13.527,14.078,56.472
6,0.01761,0.018327,0.073418,6,0.031374,0.032651,0.1308,6,0.031,0.032262,0.12924,6,1.5207,1.5826,6.3364,6,0.026795,0.027886,0.099758,6,0.026923,0.02802,0.11225,6,0.025051,0.026071,0.092485,6,0.017365,0.018072,0.072396,6,0.019252,0.020036,0.080265,6,0.029611,0.030817,0.12345,6,0.026511,0.02759,0.11053,6,0.023949,0.024925,0.099848,6,1.2862,1.3386,5.3592,6,0.027584,0.028708,0.115,6,0.019279,0.020064,0.080376,6,0.026158,0.027223,0.10905,6,0.031269,0.032542,0.13036,6,0.032194,0.033504,0.13422,6,0.028062,0.029205,0.11699,6,0.45467,0.47318,1.8836
7,0.59383,0.61801,2.4758,7,1.058,1.1011,4.4108,7,1.0454,1.0879,4.3583,7,2.0957,2.181,8.734,7,0.63886,0.66487,2.6527,7,0.90791,0.94487,3.7852,7,0.63751,0.66347,2.6471,7,0.58557,0.60942,2.4413,7,0.64922,0.67566,2.7067,7,0.99855,1.0392,4.1631,7,0.89399,0.93039,3.7271,7,0.80761,0.8405,3.367,7,1.7369,1.8076,7.2385,7,0.93019,0.96806,3.8781,7,0.65011,0.67659,2.7104,7,0.88208,0.918,3.6775,7,1.0544,1.0974,4.3961,7,1.0856,1.1298,4.5261,7,0.9463,0.98483,3.9452,7,0.96972,1.0092,4.0321
8,1.8132,1.8871,7.5596,8,3.2305,3.362,13.468,8,3.192,3.322,13.308,8,3.4948,3.6371,14.567,8,1.9351,2.0139,8.0579,8,2.7722,2.8851,11.558,8,1.9344,2.0131,8.0549,8,1.788,1.8608,7.4544,8,1.9824,2.0631,8.2647,8,3.049,3.1732,12.712,8,2.7297,2.8409,11.381,8,2.466,2.5664,10.281,8,2.8449,2.9607,11.858,8,2.8403,2.9559,11.841,8,1.9851,2.0659,8.2761,8,2.6934,2.8031,11.229,8,3.2197,3.3508,13.423,8,3.3149,3.4499,13.82,8,2.8895,3.0071,12.047,8,2.1129,2.1989,8.7991
9,2.7546,2.8668,11.484,9,4.9077,5.1075,20.461,9,4.8492,5.0467,20.217,9,4.5576,4.7432,18.999,9,2.9357,3.0552,12.231,9,4.2115,4.383,17.558,9,2.9355,3.055,12.23,9,2.7163,2.8269,11.325,9,3.0116,3.1342,12.556,9,4.632,4.8206,19.311,9,4.147,4.3158,17.289,9,3.7463,3.8988,15.619,9,3.6857,3.8358,15.364,9,4.3149,4.4906,17.989,9,3.0157,3.1385,12.573,9,4.0917,4.2583,17.059,9,4.8913,5.0905,20.392,9,5.9266,6.1189,24.836,9,4.3896,4.5684,18.301,9,2.9904,3.1121,12.458
10,8.8422,9.2023,36.916,10,44.329,46.134,184.83,10,28.95,30.129,120.76,10,19.355,20.143,80.739,10,3.0731,3.1982,12.804,10,18.051,18.786,75.325,10,3.073,3.1982,12.804,10,8.8775,9.239,37.062,10,3.9082,4.0673,16.364,10,23.027,23.964,96.067,10,16.24,16.901,67.775,10,11.888,12.372,49.633,10,14.507,15.098,60.521,10,22.209,23.113,92.652,10,3.9531,4.1141,16.552,10,25.218,26.245,105.18,10,25.644,26.688,106.98,10,25.003,26.071,104.19,10,18.875,19.643,78.762,10,3.0843,3.2099,12.851
11,2.088,2.1731,8.7001,11,0.8625,0.89762,3.5937,11,2.3373,2.4324,9.7385,11,2.7866,2.9001,11.611,11,2.8592,2.9757,11.913,11,2.7391,2.8507,11.413,11,2.8592,2.9757,11.913,11,2.0432,2.1263,8.5131,11,2.8587,2.9751,11.911,11,2.6953,2.805,11.23,11,2.8506,2.9667,11.878,11,2.8535,2.9697,11.889,11,2.3606,2.4567,9.8356,11,2.4349,2.534,10.145,11,2.8586,2.975,11.911,11,1.8932,1.9703,7.8881,11,2.7133,2.8238,11.305,11,2.8443,2.9602,11.851,11,2.8489,2.9649,11.87,11,2.8611,2.9776,11.921
12,18.968,19.74,79.033,12,8.0754,8.4042,33.647,12,21.345,22.214,88.936,12,25.3,26.331,105.42,12,25.92,26.975,108,12,24.921,25.935,103.84,12,25.92,26.975,108,12,18.562,19.317,77.34,12,25.92,26.975,108,12,24.553,25.553,102.3,12,25.92,26.975,108,12,25.92,26.975,108,12,21.421,22.293,89.254,12,22.189,23.093,92.454,12,25.92,26.975,108,12,17.299,18.004,72.08,12,24.732,25.739,103.05,12,25.92,26.975,108,12,25.92,26.975,108,12,25.92,26.975,108
