,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0,0.17104999999999998,0.02105,0.0,0.0,0.0,0.0,0.0831615,0.212505,-1.1102e-16,-1.1102e-16,0.0,0.0,0.0,0.0,0.0,0.1683,0.32561,0.67916,0.67623,0.793545,0.6220300000000001,0.108095,0.40058499999999997
1,1.0,0.29819425406577516,0.14829755733767017,0.09095869597771354,0.0511847854041682,0.03027247528717028,0.09099574864486207,0.20870037409950606,0.346301704613902,0.08966223979520542,0.014056105538368908,0.01279334312974352,0.018190017938441248,0.01447217797482241,0.03795705194728349,0.18260037397301532,0.34444973485122277,0.49965098542344305,0.9852924491025178,0.8955983712805687,0.9642377075051198,0.8598058738706179,0.6788946081315503,0.5501248602240695
2,1.0,0.64059,0.398935,0.43059000000000003,0.38059,0.366325,0.43059000000000003,0.5505899999999999,0.6685099999999999,0.35307,0.17663,0.168255,0.204765,0.16286499999999998,0.22617500000000001,0.442755,0.5410250000000001,0.715865,1.1712500000000001,1.0752,1.1344500000000002,1.03445,0.85561,0.692905
3,0.0,0.10445255208392056,0.10385093331395163,0.1013913813852869,0.09447703140049989,0.08718309005084551,0.1013649495668772,0.10404714734389588,0.10781305752434547,0.10589116399280553,0.06797227941681391,0.06478780824328985,0.07174003190270513,0.0628540524975098,0.07677903145817282,0.12159031674313771,0.09978812780414671,0.11530132339189907,0.11426926582345348,0.10308582669474539,0.08867778116439967,0.09957655928815345,0.156433134965908,0.08850089002660358
4,0.0,0.350283584139353,0.7002875514495861,1.1146969544300585,1.8458030185041316,2.879945865800885,1.1139525865376856,0.49854796759629827,0.3113269616866258,1.1810006557349901,4.83578322823987,5.064181237558092,3.9439230981238236,4.343095600873516,2.0227870058192896,0.665882079524691,0.2897030181987161,0.23076372659244085,0.1159749736512636,0.11510274024655541,0.09196672197548218,0.11581283905387411,0.23042329853884438,0.16087418770814427
5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0235e-16,-1.1102e-16,-1.1102e-16,0.0,0.0,0.0,0.0,-1.1102e-16,-1.1102e-16,-1.1102e-16,0.0,0.0015763,0.0033841,0.0,0.0,-5.5511e-17
6,1.0,0.06804067171955389,0.03265841188004558,0.018723842961051076,0.009193209075480855,0.004180686036797826,0.018723842961051076,0.047287438258347435,0.08217659977576743,0.01610286853157696,0.0010208836821933292,0.0008662582462277992,0.0020067802911502633,0.0014482338271124215,0.00673082997517355,0.04154134126079901,0.08128006268202065,0.12310985474907979,0.4059013193119022,0.3427445183732744,0.4044028101524464,0.2962254436701771,0.19934044698637826,0.16370790046815373
7,1.0,0.35915,0.20998,0.14998,0.099981,0.057484,0.14998,0.26998,0.40298,0.17117,3.3307e-16,2.2204e-16,0.025839,0.01005,0.098311,0.31582,0.42604,0.63795,0.96247,0.61053,0.63893,0.52938,0.39341,0.49748
8,0.0,0.12451861647101643,0.06453827959367356,0.04257994048053282,0.026594962543197456,0.015228574463224377,0.04257994048053282,0.08826452317097373,0.14014179810441155,0.04535845903585292,0.00911230410849331,0.008600598956134686,0.013692377424425178,0.011027024366564995,0.026101376734000762,0.09015998151896726,0.14302521260676482,0.1544580105050371,0.33132387237628197,0.16675278575364375,0.15223916537611562,0.1425727004797446,0.10363569192349005,0.14516700563211582
9,0.0,1.8300615400190356,1.9761609912546512,2.274102627815597,2.8928921690825784,3.6426017952997545,2.274102627815597,1.8665532839557617,1.7053735307473399,2.8167937250997945,8.925898481319514,9.92844685010132,6.823057553837578,7.614118770137666,3.8778838316039552,2.1703676092916098,1.7596592311487274,1.2546356327026016,0.8162670496808276,0.48652210849376004,0.3764542717166741,0.4812979557505117,0.5198929444086774,0.8867440436104995
10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0755e-16,-1.1102e-16,-1.1102e-16,0.0,0.0,0.0,0.0,-1.1102e-16,-1.1102e-16,-2.2204e-16,0.0,0.0,0.0,0.0,0.0,0.0
11,1.0,0.0,1.0714967967384976e-18,1.101055329062318e-17,3.6911217239371e-17,6.69316016307513e-17,1.0105323238206176e-17,9.237041351193945e-20,1.934079374323794e-06,1.2987326316665281e-17,3.508236126133622e-17,1.141883051834595e-16,9.597285963890507e-17,9.972309842748982e-17,4.212090856144439e-17,1.6429819452574502e-06,9.655187536400718e-05,0.013083598562983606,0.1392760051408603,0.20636699828405025,0.2908698576454447,0.24916419138946666,0.103212889249272,0.015241088843956236
12,1.0,0.0,0.0,2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,0.0,1.0582e-16,2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,2.2204e-16,1.1102e-16,1.1102e-16,0.12005249999999974,0.5874134999999998,0.4326655,0.5574134999999999,0.4279765,0.27769699999999986,0.10798599999999992
13,0.0,0.0,1.5387236378323274e-17,4.8203225710364214e-17,8.266395053309451e-17,1.0189039959306486e-16,4.6278163468991174e-17,4.527846543656118e-18,0.00019185854848281577,9.16342058737484e-17,8.971048337395822e-17,1.1134380067488819e-16,1.0999556339668209e-16,1.1044374321282766e-16,8.705375120545668e-17,0.00018011458875739472,0.001984819957035131,0.033378915225621184,0.19489001657653868,0.14020944660042492,0.16965769384411927,0.1257381846232189,0.08734834628681279,0.030755736645218586
14,0.0,,14.360506186448806,4.377911303641308,2.239534664950626,1.5223063113770157,4.579582698950473,49.01836390578533,99.19890105332138,7.0556636246341,2.5571392616843864,0.9750893534674919,1.1461111381961213,1.1075041284756408,2.066758628401046,109.62663909807684,20.557031642857517,2.5512029480985086,1.3993079165318658,0.6794179678256311,0.5832769858571019,0.5046398678800458,0.8462930058653396,2.017948780438649
